id,jurisdiction,body,meeting_date,title,item_type,confidence,signal_type,description,location,acres,units,developer,zoning_from,zoning_to,status_enum,growth_score,notes,url,agenda_text,source,scraped_at,lat,lng,geocode_source,geocode_confidence
pmn_1085767_item0,Spanish Fork,City Council,2026-07-07,Lease Revenue Bond issuance for fire station and public works building construction,nan,0.9,INFRASTRUCTURE,"Public hearing and issuance of Lease Revenue and Refunding Bonds, Series 2026 by the Local Building Authority of Spanish Fork City to finance construction of a fire station and public works building, refund outstanding bonds, and fund debt service reserve. Annual lease payments to City expected at $5,684,834 with 21-year maximum term.","Spanish Fork, Utah",,,Local Building Authority of Spanish Fork City,,,PROPOSED,45,"Public hearing scheduled for July 7, 2026 at 6:00 p.m. at 40 South Main Street, Spanish Fork. Infrastructure financing mechanism for municipal facilities. Bond action anticipated immediately following hearing.",https://www.utah.gov/pmn/sitemap/notice/1085767.html,,pmn,2026-06-29T12:38:02.016141Z,,,,
pmn_1077305_item0,Tooele,City Council,2026-05-06,Ordinance 2026-11 amending landscaping and water conservation requirements for residential development,nan,0.9,,"Public hearing and motion on ordinance amending Section 7-14-11 regarding landscaping and water conservation standards in new residential development, specifically addressing sod use and irrigation system requirements",,,,,,,PROPOSED,25,Code amendment affecting residential development standards city-wide; impacts landscaping requirements and irrigation design for new projects,https://www.utah.gov/pmn/sitemap/notice/1077305.html,,pmn,2026-06-29T12:38:02.017348Z,,,,
pmn_1081210,Tooele,City Council,2026-05-20,City Council Business Meeting Cancelled,nan,nan,,,,,,,,,PROPOSED,,,https://www.utah.gov/pmn/sitemap/notice/1081210.html,"PUBLIC NOTICE

Notice is Hereby Given that the Tooele City Council Work and Business Meetings Scheduled for Wednesday, May 20, 2026, have been Cancelled. The Next Regularly Scheduled City Council Meeting will be held on Wednesday, June 3, 2026. 


___________________________
Shilo Baker
Tooele City Recorder",pmn,2026-06-29T12:38:02.017343Z,,,,
pmn_1081208,Tooele,City Council,2026-05-20,City Council Work Meeting Cancelled,nan,nan,,,,,,,,,PROPOSED,,,https://www.utah.gov/pmn/sitemap/notice/1081208.html,"PUBLIC NOTICE

Notice is Hereby Given that the Tooele City Council Work and Business Meetings Scheduled for Wednesday, May 20, 2026, have been Cancelled. The Next Regularly Scheduled City Council Meeting will be held on Wednesday, June 3, 2026. 



___________________________
Shilo Baker
Tooele City Recorder",pmn,2026-06-29T12:38:02.017346Z,,,,
pmn_1081232_item0,Tooele,Planning Commission,2026-05-27,"Text amendment to Tooele City Code Title 7, Chapter 25 regarding political signs in public rights-of-way",signage,0.9,,"Public hearing on proposed text amendment to regulate the display, removal, and other regulations concerning political signs in public rights-of-way as required by Utah Code Title 20A, Chapter 17.",,,,,,,PROPOSED,5,Code amendment item focused on political sign regulations in rights-of-way compliance with state law.,https://www.utah.gov/pmn/sitemap/notice/1081232.html,,pmn,2026-06-29T12:38:02.017492Z,,,,
pmn_1081240_item0,Tooele,Planning Commission,2026-05-27,Text amendment to Tooele City Code 7-16b-6 regarding minimum landscaping requirements in heavy industrial sections of Tooele City Business Park,nan,0.9,GENERAL_PLAN_AMENDMENT,Proposed text amendment to landscaping standards code affecting minimum landscaping requirements in the heavy industrial sections of the Tooele City Business Park,Tooele City Business Park,,,,,,PROPOSED,25,Code amendment affecting industrial development standards; may indicate future business park expansion or development activity in heavy industrial zones,https://www.utah.gov/pmn/sitemap/notice/1081240.html,,pmn,2026-06-29T12:38:02.017494Z,,,,
pmn_1083449_item0,Tooele,Planning Commission,2026-05-27,Text amendment to Tooele City Code 7-16b-6 regarding landscaping standards in heavy industrial sections of Tooele City Business Park,nan,0.9,GENERAL_PLAN_AMENDMENT,Proposed text amendment to modify minimum landscaping requirements in the heavy industrial sections of the Tooele City Business Park. Public hearing and Planning Commission recommendation.,Tooele City Business Park,,,,,,PROPOSED,25,Code amendment affecting heavy industrial zoned areas; likely reduces landscaping burden to encourage industrial development,https://www.utah.gov/pmn/sitemap/notice/1083449.html,,pmn,2026-06-29T12:38:02.017489Z,,,,
pmn_1083449_item1,Tooele,Planning Commission,2026-05-27,"Text amendment to Tooele City Code Title 7, Chapter 25 regarding political signs in public rights-of-way",signage,0.9,,"Proposed text amendment to regulate the display and removal of political signs in public rights-of-way, required by Utah Code Title 20A, Chapter 17. Public hearing and Planning Commission recommendation.",,,,,,,PROPOSED,0,Regulatory code amendment for political signage compliance with state statute; not a development opportunity,https://www.utah.gov/pmn/sitemap/notice/1083449.html,,pmn,2026-06-29T12:38:02.017489Z,,,,
pmn_1084581_item0,Tooele,City Council,2026-06-03,Ordinance 2026-12 amending design standards for walls and fences in multi-family residential projects,nan,0.9,GENERAL_PLAN_AMENDMENT,Amendment to Section 7-11a-17 (Design Standards: Walls and Fences) to add an exception to current fencing requirements when a new multi-family residential project is constructed adjacent to existing fencing,,,,,,,PROPOSED,35,Ordinance change that could facilitate multi-family residential development by reducing fencing requirements; presented by City Planner Anna Anglin,https://www.utah.gov/pmn/sitemap/notice/1084581.html,,pmn,2026-06-29T12:38:02.017338Z,,,,
pmn_1084579_item0,Tooele,City Council,2026-06-03,Text Amendment to Tooele City Code 7-11a-17 regarding fencing exceptions for multi-family residential projects adjacent to single-family developments,nan,0.9,GENERAL_PLAN_AMENDMENT,"Discussion on a proposed text amendment to design standards for walls and fences, specifically creating an exception to current fencing requirements when a new multi-family residential project is constructed adjacent to an existing single-family residential development where fencing has already been installed",,,,,,,PROPOSED,35,Code text amendment affecting multi-family residential development standards; may reduce development friction at project boundaries,https://www.utah.gov/pmn/sitemap/notice/1084579.html,,pmn,2026-06-29T12:38:02.017340Z,,,,
pmn_1084579_item1,Tooele,City Council,2026-06-03,Proposed Amendments to Tooele City Code 7-16a-3 regarding Residential Special Districts minimum land requirements,nan,0.9,GENERAL_PLAN_AMENDMENT,"Discussion on proposed amendments to Residential Special Districts eligibility and size requirements, specifically regarding minimum land requirements necessary to qualify for a commercial special district",,,,,,,PROPOSED,45,Code amendment affecting special district eligibility thresholds; may open development opportunities by modifying minimum land size requirements,https://www.utah.gov/pmn/sitemap/notice/1084579.html,,pmn,2026-06-29T12:38:02.017340Z,,,,
pmn_1084857_item0,Tooele,Planning Commission,2026-06-10,Partial vacation of nine-foot strip of public right-of-way along James Way,nan,0.9,INFRASTRUCTURE,"Tooele City initiated petition to vacate a nine-foot strip of public right-of-way along the northern portion of James Way, extending approximately 1,982 linear feet between Industrial Loop intersection and Lodestone Way intersection. Vacation would reduce existing right-of-way width from 85 feet to 76 feet.","James Way, between Industrial Loop intersection and Lodestone Way intersection, Tooele",,,,,,PROPOSED,25,"City-initiated right-of-way vacation; approximately 1,982 linear feet of roadway affected; affects Industrial Loop and Lodestone Way corridors",https://www.utah.gov/pmn/sitemap/notice/1084857.html,,pmn,2026-06-29T12:38:02.017486Z,,,,
pmn_1087037_item0,Tooele,Planning Commission,2026-06-10,Partial vacation of nine-foot strip of public right-of-way along James Way,nan,0.9,INFRASTRUCTURE,"Tooele City initiated application proposing partial vacation of a 9-foot strip of public right-of-way along the northern portion of James Way, extending approximately 1,982 linear feet between Industrial Loop intersection and Lodestone Way intersection. This would reduce the existing right-of-way width from 85 feet to 76 feet.","James Way, between Industrial Loop intersection and Lodestone Way intersection, Tooele",,,,,,PROPOSED,25,"City-initiated right-of-way vacation; impacts approximately 1,982 linear feet of street frontage. Reduces ROW width by 9 feet.",https://www.utah.gov/pmn/sitemap/notice/1087037.html,,pmn,2026-06-29T12:38:02.017484Z,,,,
pmn_1087805,Tooele,City Council,2026-06-17,Public Notice Budget Amendments FY2025-2026,nan,nan,,,,,,,,,PROPOSED,,,https://www.utah.gov/pmn/sitemap/notice/1087805.html,"Public Notice

Notice is hereby given that the Tooele City Council of Tooele City, Utah, will hold a Public Hearing to consider approving budget amendments for fiscal year 2025-2026. The hearing will be held on Wednesday, June 17, 2026, at 7:00 p.m. The meeting will be held at the Tooele City Hall Council Chambers, located at 90 North Main Street, Tooele, Utah.

Tooele City public meetings may be recorded and transcribed for documentation and quality assurance purposes. By attending this meeting, you consent to being recorded. If you do not consent, we encourage you to join the City Council meeting electronically by visiting the Tooele City YouTube Channel, at https://www.youtube.com/@tooelecity or by going to YouTube.com and searching 'Tooele City Channel'. If you are attending electronically and would like to submit a written comment for the public comment period or for a public hearing item, please email cmpubliccomment@tooelecity.gov. If submission by email is not an option, written comments may be submitted to the City Recorder. Written comments must be submitted no later than the day prior to the meeting. Written comments will be addressed at the designated points in the meeting.

Pursuant to the Americans with Disabilities Act, Individuals Needing Special Accommodations Should Notify Shilo Baker, Tooele City Recorder, at 435-843-2113 or shilob@tooelecity.gov, Prior to the Meeting.",pmn,2026-06-29T12:38:02.017332Z,40.532347,-112.2984153,haiku_pdf_address,0.55
pmn_1087815,Tooele,City Council,2026-06-17,Public Notice Executive Compensation Schedule FY2026-2027,nan,nan,,,,,,,,,PROPOSED,,,https://www.utah.gov/pmn/sitemap/notice/1087815.html,"Public Notice

Notice is hereby given that the Tooele City Council of Tooele City, Utah, will hold a Public Hearing on Ordinance 2026-16 An Ordinance of the Tooele City Council Adopting an Executive Compensation Schedule for Fiscal Year 2026-2027.  The hearing will be held on Wednesday, June 17, 2026, at 7:00 p.m. The public hearing will be held at Tooele City Hall, in the City Council Chambers, located at 90 North Main Street, Tooele, Utah.

Tooele City public meetings may be recorded and transcribed for documentation and quality assurance purposes. By attending this meeting, you consent to being recorded. If you do not consent, we encourage you to join the City Council meeting electronically by visiting the Tooele City YouTube Channel, at https://www.youtube.com/@tooelecity or by going to YouTube.com and searching 'Tooele City Channel'. If you are attending electronically and would like to submit a written comment for the public comment period or for a public hearing item, please email cmpubliccomment@tooelecity.gov. If submission by email is not an option, written comments may be submitted to the City Recorder. Written comments must be submitted no later than the day prior to the meeting. Written comments will be addressed at the designated points in the meeting.

Pursuant to the Americans with Disabilities Act, Individuals Needing Special Accommodations Should Notify Shilo Baker, Tooele City Recorder, at 435-843-2113 or shilob@tooelecity.gov, Prior to the Meeting.",pmn,2026-06-29T12:38:02.017330Z,40.532347,-112.2984153,haiku_pdf_address,0.55
